c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
32,64,0,0,1,66,71,30,10,65,48,22,53,49,25,63,61,9,7,50,5,52,21,24,67,26,31,68,41,3,8,69,2,33,4,46,73,43,11,27,12,45,51,62,13,42,29,70,72,23,47,6,28,44,1
62,49,0,0,45,25,26,73,61,51,48,22,42,71,21,31,70,65,47,63,2,10,11,72,29,69,28,13,7,1,4,68,23,9,67,64,52,27,50,33,6,66,24,3,43,30,12,44,5,41,32,53,8,46,1
4,64,0,0,8,70,45,22,63,32,53,43,5,48,72,25,46,31,66,23,68,41,49,73,10,13,21,1,29,65,50,7,12,51,47,61,27,24,30,44,62,6,3,26,69,2,33,11,42,52,28,9,67,71,2
51,69,0,0,70,6,26,72,49,71,48,41,24,43,9,45,73,65,33,52,64,53,3,42,62,31,23,12,44,67,8,25,68,61,30,4,32,28,47,29,11,13,66,5,63,2,46,21,1,22,7,50,10,27,1
2,27,0,0,33,48,62,6,47,73,21,12,41,71,29,11,53,28,3,32,46,9,70,67,24,22,43,65,30,72,7,42,68,44,51,63,10,4,5,45,25,13,8,26,66,49,1,31,50,61,52,23,64,69,1
42,9,0,0,63,31,21,52,53,62,48,7,41,66,30,64,11,67,47,6,72,4,13,45,32,22,46,25,43,3,10,73,51,27,69,23,26,61,29,65,71,5,28,24,70,50,2,33,8,44,49,12,1,68,3
2,9,0,0,61,10,3,47,67,32,72,66,63,62,69,28,48,30,68,5,41,8,53,42,73,71,4,29,26,1,51,31,24,13,22,45,7,52,6,43,27,21,12,64,65,70,33,44,50,11,46,25,23,49,2
24,45,0,0,42,62,27,73,71,12,72,10,26,5,1,61,53,7,11,66,25,68,44,8,4,22,32,69,28,49,29,43,48,13,23,6,41,64,52,30,70,51,50,67,63,3,33,46,21,31,65,47,2,9,1
45,7,0,0,64,50,44,26,28,4,73,70,53,32,46,47,66,31,24,71,61,62,48,63,22,42,25,5,1,27,30,3,8,67,10,9,49,2,68,43,29,21,6,12,51,65,13,11,52,41,23,72,33,69,1
33,24,0,0,63,2,3,32,72,26,53,7,66,13,64,69,71,67,70,5,48,30,61,21,28,46,65,50,68,47,8,27,29,52,42,41,12,49,31,6,44,11,23,62,1,25,22,43,73,10,4,51,9,45,1
42,5,0,0,21,32,47,28,51,22,29,46,53,4,72,50,6,2,7,27,44,41,31,73,61,52,30,43,10,11,33,68,71,12,25,63,69,24,9,26,62,48,64,8,1,3,67,13,45,66,49,23,65,70,1
65,33,0,0,43,31,28,46,25,24,23,63,42,4,66,45,8,21,6,53,61,30,9,62,11,73,32,3,27,47,49,10,52,64,2,7,29,48,67,12,26,68,41,5,22,13,51,44,70,50,69,1,72,71,1
24,42,0,0,3,13,31,64,7,26,51,2,4,52,45,9,33,68,62,29,12,65,46,32,25,6,44,53,23,28,67,73,43,61,71,47,5,41,48,72,63,69,66,21,1,49,8,50,27,30,11,70,22,10,1
71,70,0,0,25,4,68,51,73,11,41,3,43,64,22,65,30,13,5,47,31,66,6,52,61,8,32,50,44,49,27,67,72,28,42,48,33,9,46,12,2,26,21,29,53,24,69,63,7,1,23,10,62,45,1
53,3,0,0,51,11,64,43,30,52,10,61,73,33,8,46,65,67,31,27,28,21,62,26,24,25,41,42,4,70,45,1,47,72,69,13,29,32,12,9,5,71,50,63,23,2,49,68,22,44,7,6,66,48,1
46,11,0,0,41,33,66,44,32,5,71,67,8,30,31,10,49,47,25,2,62,64,27,1,53,23,12,51,29,68,4,50,43,6,7,65,22,73,69,3,24,42,26,61,13,63,9,72,28,21,52,48,70,45,3
69,41,0,0,44,72,53,50,42,62,71,6,49,11,8,3,68,2,43,28,46,25,22,32,70,45,23,65,67,31,33,7,47,52,26,13,12,30,48,64,10,5,9,51,73,29,21,63,4,27,66,61,24,1,3
44,29,0,0,61,73,2,25,72,21,27,9,7,8,26,51,67,32,70,6,62,71,23,63,31,11,50,1,65,47,66,28,41,30,3,53,48,49,46,45,43,10,24,52,42,69,5,64,68,12,13,4,33,22,2
22,68,0,0,29,31,46,8,73,33,1,25,21,63,53,45,69,64,28,65,2,44,11,6,27,26,61,23,24,70,67,10,72,30,62,42,52,4,50,43,13,9,12,47,3,7,32,5,51,48,66,49,41,71,1
4,21,0,0,43,66,63,68,8,72,27,13,31,9,5,69,61,46,33,70,49,1,28,7,65,62,64,26,23,29,53,2,24,51,10,67,44,71,47,22,45,42,3,12,32,11,52,48,6,25,30,50,73,41,3
50,73,0,0,33,7,11,29,32,3,6,30,52,13,8,25,65,49,62,1,27,24,5,43,44,47,26,70,42,68,28,23,64,72,22,48,10,2,53,61,67,12,31,41,21,4,71,51,9,69,46,63,66,45,3
32,67,0,0,23,31,8,46,13,73,24,44,9,50,72,1,7,68,65,63,61,69,62,64,29,30,41,28,71,43,11,49,53,22,42,21,3,48,70,25,47,45,6,12,5,10,27,51,52,33,66,2,26,4,3
9,51,0,0,65,64,8,29,48,24,45,68,47,22,3,70,71,7,26,2,31,11,53,46,23,28,5,33,13,27,63,61,73,4,21,41,30,67,52,66,12,32,43,62,50,69,49,1,10,42,6,72,44,25,1
69,9,0,0,46,3,67,24,71,28,53,51,32,45,23,12,47,44,65,29,6,33,26,11,66,4,68,31,2,5,63,22,13,52,61,42,1,48,62,25,30,21,27,10,49,7,43,73,72,50,8,41,70,64,3
50,25,0,0,46,62,30,69,47,13,5,21,2,63,67,9,68,53,24,32,64,41,7,12,71,26,52,51,70,65,10,42,28,1,29,23,49,72,3,22,31,45,4,61,6,48,66,27,11,73,43,33,44,8,1
46,22,0,0,71,9,41,5,67,52,45,53,63,73,28,10,61,27,11,47,43,26,68,2,44,66,3,70,49,25,7,65,29,69,24,50,1,23,21,13,72,32,12,6,42,33,30,4,48,64,31,62,51,8,1
26,65,0,0,32,49,27,21,53,45,31,61,64,29,71,62,51,43,3,6,28,66,7,63,2,52,24,1,8,70,33,4,68,5,46,13,25,23,9,42,50,41,44,69,48,73,30,47,11,22,12,67,10,72,1
49,4,0,0,8,67,64,47,41,61,3,44,22,28,23,30,2,46,33,69,32,66,68,50,26,71,13,21,70,65,24,43,62,27,52,10,1,51,12,53,73,9,11,31,25,29,42,63,45,5,6,48,72,7,1
49,11,0,0,47,41,21,33,29,3,42,31,73,23,66,48,70,1,32,8,44,13,72,5,4,25,28,27,46,10,65,64,67,62,2,9,52,7,50,22,24,68,61,51,71,53,12,6,30,63,45,69,43,26,1
66,32,0,0,41,1,43,44,67,69,21,25,51,64,53,30,10,31,71,63,22,52,9,6,23,49,13,48,11,26,65,33,12,4,3,46,7,50,42,27,61,70,62,45,29,47,24,8,73,5,68,72,2,28,1
31,70,0,0,22,9,24,7,66,62,65,5,23,21,50,6,64,2,72,43,41,4,49,10,47,11,27,8,29,61,52,12,25,48,33,42,71,3,63,13,46,45,32,30,67,73,28,1,26,68,44,53,51,69,1
33,26,0,0,53,51,48,70,7,47,5,50,45,11,63,65,42,13,8,32,22,61,27,30,28,43,12,10,1,68,3,71,66,67,52,49,72,31,25,4,62,44,69,46,9,2,29,21,23,6,73,64,41,24,1
49,22,0,0,9,1,13,67,73,4,3,7,32,68,30,21,28,52,26,42,8,53,29,44,61,64,6,23,71,63,47,2,11,66,24,72,48,27,41,70,31,51,12,46,33,45,69,10,43,62,25,5,50,65,3
43,7,0,0,12,8,73,42,10,63,1,9,4,52,68,41,23,67,33,71,70,2,30,46,49,66,65,21,13,50,25,27,11,31,48,26,28,44,72,69,29,53,22,24,6,51,61,32,64,45,62,3,5,47,1
43,48,0,0,47,65,68,50,64,2,32,69,12,46,44,1,10,42,28,9,67,27,70,24,22,25,8,4,53,72,62,7,73,49,61,51,13,21,23,31,5,41,45,66,33,3,29,11,30,71,26,52,6,63,1
69,30,0,0,65,46,43,4,28,63,70,51,71,11,6,25,2,23,8,62,29,68,47,33,41,31,32,21,5,27,61,1,24,13,26,52,22,44,66,7,10,50,9,49,45,72,73,67,42,12,3,53,48,64,2
13,50,0,0,42,29,6,23,48,67,46,53,21,32,24,43,25,49,10,65,27,11,31,69,47,72,52,41,51,22,73,12,66,2,4,61,3,68,71,28,70,26,63,44,1,7,62,33,9,45,30,5,64,8,3
1,10,0,0,7,62,21,53,44,23,5,4,22,46,70,29,68,25,6,31,65,32,69,45,28,8,50,24,66,3,9,72,11,27,73,63,43,64,12,71,51,61,30,41,2,48,47,13,42,49,52,33,67,26,1
52,49,0,0,47,65,68,53,51,69,6,45,3,24,72,1,61,33,50,23,13,44,25,26,67,21,22,31,29,30,71,66,10,5,28,8,11,4,42,62,7,27,12,32,43,2,63,46,64,70,41,73,48,9,3
31,73,0,0,26,69,3,49,1,21,10,24,23,22,51,63,52,65,72,28,64,50,62,46,47,61,33,7,70,8,42,30,43,67,68,44,71,41,12,27,45,4,2,5,29,53,25,48,32,66,9,6,11,13,1
66,33,0,0,32,42,41,69,26,23,11,8,67,46,62,21,12,50,30,63,73,47,44,10,4,61,7,1,13,24,2,9,6,29,53,72,27,31,48,70,51,43,65,5,22,25,52,64,71,28,45,68,3,49,1
62,11,0,0,64,47,41,1,2,49,61,24,21,44,26,29,4,8,72,32,69,43,22,71,13,7,3,63,51,48,27,52,65,42,9,46,50,5,12,66,10,70,30,68,25,23,31,33,53,73,28,67,6,45,1
33,25,0,0,26,69,71,46,5,8,73,62,9,28,50,13,49,30,7,43,12,72,68,24,47,42,11,32,61,1,48,65,10,21,6,3,29,51,41,23,70,2,67,53,27,52,22,66,63,31,44,64,45,4,1
63,69,0,0,73,26,43,4,5,65,3,30,48,33,13,10,46,62,27,7,47,12,32,44,22,2,8,50,64,23,72,52,66,28,53,31,29,42,70,67,45,68,41,6,9,51,61,24,1,25,71,11,49,21,1
22,6,0,0,41,67,73,71,32,53,51,1,47,5,46,2,30,25,13,64,72,7,43,50,48,4,28,24,21,33,52,11,42,65,69,70,66,26,10,3,27,9,29,31,45,63,12,44,8,49,61,23,68,62,1
52,8,0,0,41,24,50,4,47,31,12,1,5,71,3,6,10,42,23,66,49,68,11,7,32,45,25,28,51,70,2,33,43,48,13,30,27,53,26,9,61,69,21,44,65,64,46,62,67,63,73,29,22,72,3
5,51,0,0,48,28,71,24,13,44,52,46,68,70,69,1,66,23,4,31,3,27,63,65,67,33,25,47,21,29,32,49,12,7,41,2,73,64,62,50,10,53,43,45,61,22,8,26,6,72,42,30,11,9,1
62,32,0,0,21,45,49,68,44,31,5,30,73,1,28,26,24,63,7,52,42,27,11,61,4,71,64,66,12,67,33,43,10,51,47,48,8,72,23,13,50,25,2,6,69,53,22,65,29,41,3,70,9,46,1
8,4,0,0,41,64,42,5,52,26,71,66,31,70,65,43,50,69,46,67,24,12,44,10,28,72,32,61,45,1,22,21,6,30,33,47,29,62,13,73,2,68,23,48,49,63,53,51,27,7,9,11,25,3,2
71,23,0,0,61,27,72,5,63,13,12,62,44,7,67,4,48,65,2,46,10,43,22,70,31,32,73,9,47,69,64,68,42,25,45,66,41,1,28,24,21,30,33,53,3,6,8,50,49,29,52,26,11,51,1
30,33,0,0,43,73,26,10,5,66,8,50,41,47,65,31,46,3,22,70,32,23,13,51,53,9,49,44,67,68,42,2,61,48,7,71,62,6,25,28,52,69,12,11,27,1,21,29,72,64,45,63,4,24,1
6,24,0,0,64,9,26,45,70,29,62,44,47,27,72,69,65,1,25,32,30,67,31,13,2,71,53,43,73,5,66,50,3,12,33,46,51,61,49,8,10,52,21,4,41,63,68,23,42,7,28,48,22,11,1
6,44,0,0,3,63,25,66,22,51,46,68,24,52,48,8,45,9,26,70,72,62,12,5,28,64,30,73,53,47,42,67,49,11,21,65,61,50,13,27,71,29,43,7,4,31,2,41,10,32,33,23,69,1,1
73,71,0,0,53,2,43,45,10,52,4,66,48,9,64,62,27,3,42,32,46,1,31,26,33,63,29,61,30,68,24,49,13,50,22,70,69,7,6,21,41,65,11,51,72,67,5,8,47,25,12,28,44,23,3
8,29,0,0,27,32,72,1,64,30,62,3,9,22,7,41,49,51,28,47,12,68,63,10,66,6,50,71,13,11,24,65,26,43,21,33,53,52,61,4,42,73,44,5,48,45,2,31,69,46,25,67,23,70,1
22,4,0,0,44,30,10,8,50,69,1,13,2,31,63,47,3,9,68,51,12,52,7,41,43,49,32,65,27,42,45,72,67,64,23,5,70,29,73,46,53,25,28,48,24,26,33,62,11,61,71,66,21,6,3
5,65,0,0,66,30,51,50,44,73,47,42,1,27,69,62,7,6,28,26,3,32,67,48,46,45,63,4,13,64,71,49,12,23,21,41,8,22,25,31,72,24,2,9,53,52,43,29,68,33,61,10,70,11,3
52,13,0,0,2,23,41,33,51,46,32,4,3,64,72,48,42,53,24,44,31,5,43,8,62,69,12,21,1,63,11,30,27,73,66,26,61,70,25,50,29,65,71,10,7,49,47,22,45,28,9,67,68,6,1
4,13,0,0,64,65,43,28,52,11,63,8,7,6,26,49,10,25,3,68,24,47,9,2,62,67,61,46,70,44,21,23,53,1,71,51,32,29,45,5,72,69,22,31,33,73,50,41,42,30,12,66,48,27,3
53,29,0,0,45,52,25,9,65,8,7,44,48,23,30,72,6,4,2,13,3,1,31,12,24,10,50,5,61,49,28,70,32,26,73,66,47,62,21,27,63,33,67,64,42,46,11,43,22,41,69,68,51,71,1
69,10,0,0,62,6,45,21,32,46,22,68,13,1,72,25,7,5,61,49,64,66,26,67,28,3,42,30,41,27,71,44,29,70,2,31,52,8,23,48,73,12,51,11,4,24,53,63,33,65,47,50,43,9,1
11,70,0,0,23,65,43,62,44,45,73,7,71,5,63,9,42,26,13,69,49,52,50,1,68,6,12,25,72,61,10,48,32,29,51,27,28,3,4,66,33,21,30,67,31,2,41,24,22,64,8,47,46,53,1
63,5,0,0,71,47,29,12,22,68,26,2,51,31,64,11,70,44,42,69,13,49,50,25,72,24,30,66,53,43,41,73,3,6,23,28,45,48,52,4,1,62,8,27,9,7,33,32,67,65,46,21,61,10,1
7,13,0,0,5,3,29,67,68,43,32,28,22,47,21,26,52,69,48,70,65,12,10,63,72,42,1,4,25,71,31,51,46,64,44,61,62,11,30,50,33,45,6,8,66,2,27,49,53,73,23,9,24,41,1
43,21,0,0,33,9,67,42,52,66,11,22,8,41,7,26,6,64,61,69,63,68,3,62,50,51,24,73,45,1,12,47,49,23,10,29,53,28,65,13,70,4,46,48,2,72,27,5,30,44,32,25,71,31,3
5,3,0,0,47,29,27,61,7,72,44,71,64,30,2,21,26,11,10,65,4,62,46,45,31,28,12,51,49,32,33,73,67,69,53,68,63,43,23,13,25,8,1,22,41,70,24,52,66,9,48,50,6,42,2
22,42,0,0,12,63,32,7,62,10,52,9,33,21,70,29,43,5,69,49,13,44,8,51,47,48,68,1,6,30,11,67,25,45,50,28,2,27,64,31,73,46,72,24,4,23,26,3,65,66,41,71,53,61,1
33,30,0,0,53,49,45,22,24,52,31,65,51,25,3,32,8,70,64,11,44,2,68,47,43,7,5,4,29,69,73,6,63,48,46,66,26,13,42,21,72,9,27,12,1,67,23,62,28,41,71,10,61,50,3
44,6,0,0,7,65,12,26,32,42,61,27,28,49,71,47,70,25,53,33,64,2,1,50,23,13,8,48,72,67,41,66,45,3,52,30,69,63,46,73,21,62,68,31,11,4,22,5,24,9,10,43,51,29,2
41,61,0,0,8,11,26,53,22,72,45,44,68,42,69,64,33,10,1,28,7,50,24,48,49,31,30,3,6,70,51,9,4,12,21,13,46,52,73,65,71,25,23,27,62,5,2,32,43,67,63,66,29,47,3
65,10,0,0,64,62,68,70,8,46,1,26,29,28,32,67,9,5,52,44,7,63,42,22,72,73,66,27,31,12,6,48,11,2,13,4,30,53,69,47,33,51,3,23,24,71,45,41,25,21,50,49,43,61,2
41,5,0,0,63,45,68,65,42,30,3,21,31,43,4,10,24,8,70,1,29,71,44,73,53,6,13,23,27,11,50,26,61,25,46,62,51,22,52,69,47,33,48,66,28,9,2,67,64,72,7,12,32,49,1
31,13,0,0,32,61,27,63,48,49,68,24,8,33,72,41,66,62,44,50,69,3,28,22,70,1,5,71,51,21,43,10,64,47,53,65,4,73,26,29,46,45,7,67,11,30,23,25,52,42,2,9,12,6,2
25,24,0,0,5,44,12,62,72,8,43,65,13,29,3,67,47,73,52,22,26,1,49,69,27,11,53,10,42,50,41,51,33,31,66,63,71,30,68,7,4,2,46,21,64,6,48,23,28,32,9,70,61,45,1
1,24,0,0,30,2,73,66,9,68,28,49,45,46,10,71,41,43,8,62,72,70,63,61,53,22,6,5,7,65,4,21,50,67,52,42,31,51,64,69,13,48,29,25,27,26,23,12,33,11,47,44,3,32,3
9,68,0,0,73,52,69,47,3,41,2,25,64,32,53,13,48,27,65,21,30,7,51,22,61,62,50,46,28,49,45,63,12,67,66,31,24,26,71,29,70,1,8,72,6,33,11,4,5,43,44,10,42,23,2
1,62,0,0,73,42,69,66,45,13,6,29,5,3,27,30,11,24,22,44,61,8,53,26,65,32,71,7,43,21,68,28,49,51,46,9,48,52,67,72,64,50,47,63,70,25,33,41,12,4,10,23,2,31,1
23,45,0,0,51,42,11,8,26,49,7,33,50,69,5,47,27,29,64,52,65,4,62,21,70,3,25,2,71,48,46,22,68,30,31,61,53,6,73,43,24,10,32,13,72,67,66,63,44,12,1,28,41,9,1
44,71,0,0,61,24,6,42,12,3,5,1,22,69,32,63,25,7,26,73,62,48,23,47,30,52,43,41,67,51,64,11,29,72,49,53,46,68,70,31,50,28,2,66,8,21,4,13,27,65,45,33,10,9,3
71,30,0,0,73,8,67,13,68,9,62,1,23,51,32,26,22,6,2,27,10,28,43,41,3,11,33,63,48,42,53,12,64,61,44,46,25,66,50,24,65,52,70,4,29,47,21,5,69,49,7,31,45,72,1
30,24,0,0,64,2,25,52,45,12,29,49,3,50,8,65,41,71,72,32,63,22,5,26,42,21,51,10,70,46,69,44,31,1,6,47,48,9,61,4,28,68,73,23,43,33,66,13,27,67,11,53,62,7,1
28,27,0,0,6,67,9,12,69,49,72,64,66,53,50,48,8,29,4,33,65,13,43,32,62,2,63,11,46,26,1,61,41,47,22,25,30,70,5,23,52,45,21,71,7,31,24,44,68,73,3,42,51,10,3
12,51,0,0,28,27,45,21,62,9,70,71,48,66,10,6,29,50,5,65,64,33,4,69,26,43,25,61,72,63,1,24,2,68,47,52,49,44,3,7,32,11,46,73,8,22,30,13,53,41,42,23,31,67,1
8,69,0,0,68,42,30,10,49,12,33,9,45,5,53,2,27,1,21,72,62,41,67,66,22,4,23,11,50,43,29,48,51,64,71,65,25,26,73,61,52,70,44,24,31,13,46,7,28,47,63,32,3,6,1
23,3,0,0,48,66,72,5,8,46,27,4,49,31,50,63,24,70,32,12,45,42,41,51,73,26,6,43,25,1,9,21,7,71,61,52,65,33,69,62,64,28,30,22,44,2,47,29,67,53,10,11,68,13,3
30,51,0,0,65,66,43,11,12,67,50,64,33,9,42,29,52,63,8,4,62,7,24,5,53,3,28,48,13,22,6,2,25,49,21,70,23,69,31,46,1,47,61,27,10,26,44,73,71,32,68,72,45,41,1
66,44,0,0,32,52,41,63,10,62,2,24,71,23,53,31,45,68,30,69,67,64,51,46,70,27,42,48,7,73,65,61,50,12,13,33,9,49,6,3,72,22,25,26,5,43,8,21,4,47,1,11,29,28,1
1,73,0,0,68,42,62,29,12,63,13,2,72,10,30,53,48,50,65,3,28,67,31,9,21,45,61,32,69,43,49,44,66,71,27,7,41,33,6,26,51,22,5,64,23,4,52,46,8,25,11,24,70,47,1
23,52,0,0,13,22,7,50,48,53,69,31,68,11,44,62,29,9,42,45,5,24,72,3,49,6,47,27,43,10,32,12,8,67,71,51,26,30,65,33,41,63,4,64,25,70,66,28,21,1,2,46,73,61,3
21,43,0,0,32,46,50,52,4,8,71,6,27,9,2,66,24,26,53,63,64,28,7,67,1,30,41,33,73,61,69,29,70,5,68,10,72,65,22,49,13,45,47,12,44,25,51,42,11,48,62,3,23,31,1
72,48,0,0,12,13,28,44,68,7,3,64,4,10,2,42,73,25,70,33,9,27,30,8,61,32,6,23,62,69,11,29,21,1,63,50,51,53,66,5,43,49,46,67,71,24,47,22,26,45,65,41,52,31,3
30,53,0,0,44,49,50,6,52,73,3,26,12,51,2,9,23,24,21,29,71,5,45,68,41,43,62,46,32,61,28,25,47,69,10,7,42,67,31,65,66,48,22,63,1,8,72,11,13,33,64,4,70,27,1
50,13,0,0,41,52,11,6,31,72,71,10,68,27,65,48,8,43,49,67,44,63,26,1,64,69,45,47,70,61,5,2,25,22,7,12,66,21,42,23,33,9,46,4,53,51,30,32,24,73,29,62,28,3,3
8,10,0,0,65,44,73,63,62,33,69,46,50,6,23,24,70,64,7,4,42,3,43,48,27,51,9,30,22,25,5,31,72,1,28,67,45,53,26,2,52,66,41,49,68,11,12,47,61,32,29,21,71,13,3
27,11,0,0,1,42,33,71,69,5,44,30,51,66,45,52,3,8,12,70,41,48,62,53,43,61,49,9,10,31,21,25,72,50,23,68,13,4,46,7,47,29,63,65,32,26,22,67,64,24,28,73,2,6,3
72,73,0,0,11,53,30,26,49,70,61,44,71,23,42,4,6,5,41,2,25,12,9,10,32,29,46,65,3,52,48,51,50,64,47,8,63,22,28,1,7,69,27,21,45,13,66,43,24,33,31,62,67,68,3
52,1,0,0,62,27,10,70,4,25,28,50,73,21,13,43,68,6,31,5,9,41,26,12,2,33,67,53,49,11,45,7,24,69,3,32,30,72,65,71,46,48,61,66,44,8,64,29,22,51,23,47,42,63,1
12,63,0,0,62,41,21,65,53,4,24,25,23,47,1,8,49,32,29,68,67,28,52,9,45,46,43,51,2,69,64,26,73,10,6,11,50,31,66,72,44,70,30,48,13,5,42,27,33,7,61,3,71,22,1
51,67,0,0,31,50,47,8,42,21,52,25,44,73,62,9,11,63,68,45,70,5,30,23,28,43,33,29,12,4,71,65,7,32,49,46,13,2,10,69,61,3,66,72,53,48,22,27,41,26,64,6,24,1,1
47,52,0,0,21,72,68,73,1,26,10,49,3,13,45,41,23,43,5,24,66,51,61,69,64,50,29,42,44,2,6,4,22,46,65,63,62,8,71,25,33,27,32,11,12,7,53,67,30,48,28,70,31,9,3
63,11,0,0,52,48,44,5,69,66,62,29,65,21,26,64,1,71,3,41,73,23,8,32,24,12,2,42,10,47,22,72,53,30,50,4,45,13,70,51,31,28,49,25,27,43,46,6,33,68,9,67,61,7,1
41,5,0,0,22,52,3,27,44,33,45,29,65,1,71,63,6,42,70,25,73,62,24,12,30,67,72,51,7,46,13,28,66,10,49,48,21,26,32,4,64,53,61,23,11,2,69,9,31,47,50,43,8,68,1
51,9,0,0,71,41,68,32,2,73,3,4,67,45,27,13,12,65,29,28,62,69,47,11,5,6,63,1,61,43,72,64,10,50,52,66,31,48,44,30,70,22,49,26,25,46,24,23,33,42,7,21,53,8,1
27,6,0,0,67,4,33,53,24,32,26,47,12,50,41,68,63,10,1,46,22,21,71,73,2,9,43,72,64,44,8,48,7,5,42,52,70,31,45,66,69,13,65,51,49,62,28,30,25,23,3,29,11,61,1
28,3,0,0,1,27,52,8,42,73,26,63,41,43,33,12,23,13,29,64,62,25,5,53,31,65,22,11,49,6,51,47,69,9,71,67,21,68,48,45,2,46,24,10,32,61,30,50,7,70,44,4,66,72,1
65,21,0,0,28,10,33,46,43,23,3,61,51,48,9,66,8,31,62,4,53,29,11,12,22,67,44,71,27,6,5,70,32,64,47,24,49,1,52,7,41,69,50,73,63,13,45,42,2,68,26,25,72,30,1
23,22,0,0,9,24,51,11,42,50,45,48,13,46,47,69,72,62,41,64,1,2,71,28,29,33,53,5,8,65,68,7,61,31,49,43,12,70,66,21,25,10,63,4,6,26,27,30,3,44,52,67,73,32,3
2,31,0,0,70,12,7,26,22,73,41,49,30,68,10,53,64,11,6,29,52,13,42,72,67,66,51,8,48,24,3,50,25,61,65,43,69,47,23,71,45,21,46,44,62,9,28,32,27,33,63,5,4,1,1
33,68,0,0,13,73,61,3,70,8,29,12,2,50,62,42,46,71,47,9,4,5,49,7,21,64,22,67,44,65,53,23,45,6,26,28,10,43,27,24,48,72,41,52,69,30,11,51,1,32,25,63,31,66,3
69,42,0,0,7,51,63,27,26,4,30,13,67,53,9,3,70,32,73,41,22,21,12,49,11,24,28,29,33,71,10,65,46,45,61,1,50,68,2,43,72,31,66,48,47,64,23,8,6,44,5,52,62,25,2
63,13,0,0,68,30,6,33,21,67,69,31,71,8,45,50,64,51,65,10,5,46,43,53,48,73,28,1,12,2,44,25,9,52,47,23,11,4,61,26,27,22,41,24,42,3,32,49,66,70,7,29,72,62,3
10,48,0,0,4,29,11,63,9,33,50,66,24,68,8,2,25,31,62,45,42,65,12,30,61,52,21,7,26,44,3,73,72,46,23,70,47,5,53,67,28,32,27,43,41,51,69,1,22,49,64,71,13,6,1
28,27,0,0,73,33,70,11,21,62,43,41,47,24,4,49,22,13,50,1,63,25,32,29,64,10,67,7,45,71,51,46,65,30,53,6,72,44,42,61,31,48,69,12,52,8,23,9,26,3,68,2,66,5,1
10,50,0,0,48,33,1,53,70,25,51,69,73,32,62,45,24,44,22,49,64,3,68,26,2,42,31,63,4,72,29,7,28,13,66,6,43,30,71,21,9,67,41,8,5,46,27,61,65,12,23,52,47,11,2
13,52,0,0,43,72,24,26,27,5,4,64,28,41,70,44,32,23,73,1,71,21,11,9,61,66,68,48,46,30,12,8,3,49,51,62,53,29,45,25,47,7,42,22,63,31,67,10,50,33,2,6,65,69,2
67,10,0,0,63,50,23,69,73,45,64,71,43,7,27,47,24,49,8,62,5,72,29,66,1,21,26,68,13,22,28,25,61,52,41,11,32,33,51,4,44,48,12,31,65,2,70,53,42,46,30,9,3,6,3
33,30,0,0,72,24,32,7,1,29,13,4,47,44,73,23,46,62,27,50,31,42,11,49,48,25,52,6,64,22,66,51,61,68,26,71,5,28,3,41,65,67,21,63,8,9,12,69,2,53,43,45,70,10,1
27,6,0,0,67,72,29,65,53,24,31,21,42,9,66,44,52,33,2,63,7,64,11,46,28,49,62,32,71,5,70,22,47,12,25,26,30,45,3,50,61,8,4,10,13,43,73,1,48,23,41,68,51,69,2
48,41,0,0,42,43,7,23,66,71,11,49,31,22,24,73,65,12,46,47,32,63,27,9,10,72,29,13,53,62,64,25,5,68,3,21,61,67,6,44,51,45,28,2,30,26,8,1,50,52,33,69,70,4,1
5,10,0,0,42,27,67,6,26,63,52,1,29,12,3,62,53,31,8,50,49,64,51,45,30,43,2,22,9,41,7,46,44,25,61,47,65,28,66,70,33,11,23,48,32,68,71,69,21,24,4,13,72,73,1
68,45,0,0,67,27,7,31,72,69,73,9,10,70,53,6,63,11,48,47,8,25,29,61,30,42,3,46,24,33,52,44,71,5,2,50,32,51,41,23,65,62,13,49,12,43,21,66,1,64,26,28,22,4,2
11,31,0,0,12,6,52,23,71,13,62,70,53,50,43,41,66,3,63,29,32,28,65,73,48,64,51,26,44,1,49,22,45,9,68,47,21,10,30,7,33,24,42,2,61,67,5,72,46,25,4,69,27,8,2
71,43,0,0,45,32,73,42,4,72,64,12,63,2,24,7,51,68,29,10,41,61,52,9,5,3,27,26,50,70,23,21,67,66,47,6,69,25,11,13,48,1,8,46,62,28,30,44,65,49,53,22,31,33,3
65,51,0,0,31,71,41,10,66,73,27,42,3,29,68,30,23,12,72,13,64,1,70,61,24,25,28,5,4,32,48,50,49,62,9,2,53,44,21,8,11,6,26,43,52,69,33,46,63,7,67,22,45,47,3
